sale_id,customer_id,product,quantity,unit_price,sale_date
129,72,Notebook,1,409.57,2026-08-03 19:59:01.050578
130,73,Headset,3,3481.37,2025-12-04 19:59:01.050587
131,39,Teclado,1,4921.71,2025-11-16 19:59:01.050596
132,87,Mouse,2,1765.52,2025-03-06 19:59:01.050605
133,79,Monitor,3,4692.58,2025-04-16 19:59:01.050615
134,11,Mouse,3,2690.98,2025-11-23 19:59:01.050624
135,50,Monitor,1,1499.82,2025-06-05 19:59:01.050634
136,28,Headset,2,4331.72,2025-12-22 19:59:01.050643
137,29,Headset,5,2258.74,2026-01-02 19:59:01.050653
138,46,Mouse,5,325.09,2026-08-17 19:59:01.050663
139,93,Mouse,2,3986.11,2025-08-10 19:59:01.050672
140,11,Notebook,3,3920.27,2026-05-20 19:59:01.050682
141,1,Notebook,5,1548.56,2024-09-19 19:59:01.050691
142,82,Teclado,2,638.3,2024-12-28 19:59:01.050701
143,21,Headset,5,1750.87,2026-04-10 19:59:01.050711
144,19,Mouse,1,2138.65,2025-07-24 19:59:01.050720
145,21,Notebook,3,2680.81,2024-10-04 19:59:01.050730
146,14,Headset,1,3631.41,2026-09-07 19:59:01.050739
147,45,Notebook,4,3123.73,2025-09-21 19:59:01.050749
148,59,Mouse,1,4469.79,2026-02-23 19:59:01.050759
149,98,Teclado,1,2686.51,2026-05-06 19:59:01.050769
150,46,Mouse,2,2880.16,2024-12-20 19:59:01.050778
151,10,Mouse,3,4636.88,2025-09-19 19:59:01.050788
152,61,Mouse,1,275.66,2025-03-13 19:59:01.050798
153,75,Headset,1,1147.82,2024-10-10 19:59:01.050811
154,29,Monitor,4,3918.62,2026-05-16 19:59:01.050820
155,20,Teclado,2,2876.51,2024-12-21 19:59:01.050830
156,6,Teclado,1,1978.41,2025-06-11 19:59:01.050839
157,7,Teclado,3,3488.22,2024-11-30 19:59:01.050849
158,26,Mouse,2,378.35,2026-05-01 19:59:01.050859
159,82,Monitor,2,4759.3,2025-10-08 19:59:01.051014
160,69,Headset,1,4495.14,2026-06-18 19:59:01.051028
161,100,Mouse,4,4130.6,2025-10-03 19:59:01.051038
162,85,Mouse,3,506.88,2026-06-28 19:59:01.051048
163,12,Mouse,2,535.97,2026-05-15 19:59:01.051057
164,85,Mouse,3,2836.66,2025-01-24 19:59:01.051067
165,72,Teclado,3,2860.33,2025-04-09 19:59:01.051077
166,3,Notebook,5,1356.32,2024-12-14 19:59:01.051086
167,62,Monitor,2,4813.96,2026-06-18 19:59:01.051095
168,70,Teclado,3,2197.92,2025-12-01 19:59:01.051105
169,34,Monitor,2,1534.73,2024-11-13 19:59:01.051115
170,55,Mouse,4,2145.03,2026-01-20 19:59:01.051124
171,44,Teclado,2,2905.34,2024-10-20 19:59:01.051134
172,85,Mouse,3,3907.64,2026-08-22 19:59:01.051144
173,23,Monitor,1,776.86,2026-03-25 19:59:01.051153
174,93,Teclado,2,3386.34,2025-09-14 19:59:01.051163
175,10,Monitor,3,1106.77,2024-12-14 19:59:01.051173
176,77,Monitor,1,1747.85,2026-07-22 19:59:01.051183
177,25,Mouse,1,2779.05,2024-12-27 19:59:01.051192
178,68,Mouse,5,371.03,2025-01-29 19:59:01.051202
179,99,Monitor,4,4987.64,2025-08-25 19:59:01.051211
180,36,Teclado,2,3302.97,2024-12-05 19:59:01.051221
181,19,Headset,2,4120.62,2026-02-16 19:59:01.051230
182,5,Notebook,4,2432.35,2025-10-25 19:59:01.051240
183,63,Mouse,2,2776.42,2025-02-18 19:59:01.051250
184,20,Monitor,4,2878.49,2025-07-23 19:59:01.051260
185,47,Monitor,2,2220.35,2025-05-23 19:59:01.051270
186,36,Teclado,2,2526.85,2024-12-16 19:59:01.051279
187,94,Headset,3,1941.05,2025-04-02 19:59:01.051289
188,31,Teclado,2,2583.77,2026-06-04 19:59:01.051298
189,99,Headset,2,2171.53,2026-01-09 19:59:01.051308
190,39,Monitor,5,3778.76,2025-08-02 19:59:01.051318
191,52,Notebook,5,1855.81,2025-09-05 19:59:01.051327
192,3,Mouse,4,4550.63,2025-08-07 19:59:01.051337
193,54,Monitor,5,3897.64,2026-03-13 19:59:01.051346
194,18,Teclado,5,4154.61,2026-08-02 19:59:01.051356
195,78,Teclado,1,3499.94,2026-07-20 19:59:01.051365
196,15,Headset,5,2494.91,2024-09-17 19:59:01.051375
197,100,Mouse,1,1108.8,2024-10-25 19:59:01.051384
198,25,Notebook,3,205.09,2026-01-21 19:59:01.051394
199,50,Headset,4,2323.74,2026-05-11 19:59:01.051404
200,79,Mouse,2,4128.98,2024-10-19 19:59:01.051413
201,14,Monitor,5,3808.87,2025-05-08 19:59:01.051423
202,48,Monitor,2,4241.5,2025-06-12 19:59:01.051433
203,28,Notebook,2,4690.82,2025-10-28 19:59:01.051443
204,57,Notebook,5,1014.97,2024-11-13 19:59:01.051452
205,25,Monitor,3,3847.74,2025-04-20 19:59:01.051462
206,17,Headset,3,1566.22,2025-01-06 19:59:01.051472
207,17,Notebook,1,2045.78,2026-02-04 19:59:01.051481
208,31,Monitor,2,2602.32,2025-02-25 19:59:01.051491
209,48,Headset,1,3854.78,2025-06-08 19:59:01.051500
210,44,Teclado,4,2691.9,2026-02-14 19:59:01.051510
211,70,Teclado,5,1649.94,2025-11-17 19:59:01.051520
212,44,Headset,2,1226.79,2026-05-29 19:59:01.051530
213,53,Monitor,5,3247.43,2025-10-24 19:59:01.051539
214,45,Monitor,3,2162.61,2026-02-15 19:59:01.051548
215,44,Headset,3,1301.75,2025-03-17 19:59:01.051558
216,48,Mouse,3,1270.82,2026-01-28 19:59:01.051568
217,65,Monitor,5,463.12,2024-09-30 19:59:01.051577
218,83,Monitor,3,2230.04,2024-09-22 19:59:01.051587
219,51,Mouse,3,815.6,2026-08-17 19:59:01.051597
220,65,Headset,2,1946.75,2025-09-25 19:59:01.051606
221,32,Mouse,1,3632.95,2024-09-13 19:59:01.051616
222,49,Headset,3,2426.12,2024-12-21 19:59:01.051625
223,28,Monitor,1,88.34,2026-04-04 19:59:01.051635
224,52,Notebook,5,678.21,2024-11-05 19:59:01.051646
225,30,Headset,1,1701.04,2026-03-20 19:59:01.051655
226,12,Monitor,4,4552.97,2026-07-09 19:59:01.051664
227,9,Mouse,5,1193.06,2025-06-08 19:59:01.051674
228,77,Notebook,1,377.32,2026-03-11 19:59:01.051684
229,9,Notebook,4,1055.6,2025-05-24 19:59:01.051694
230,98,Notebook,5,4264.43,2024-10-02 19:59:01.051703
231,75,Teclado,1,340.07,2025-12-07 19:59:01.051714
232,65,Teclado,2,621.12,2024-11-25 19:59:01.051723
233,65,Mouse,5,4214.63,2025-10-31 19:59:01.051733
234,44,Monitor,3,2209.15,2026-03-23 19:59:01.051742
235,25,Mouse,1,4983.85,2025-10-05 19:59:01.051752
236,18,Headset,3,1544.63,2025-11-30 19:59:01.051763
237,23,Monitor,5,3190.11,2026-09-01 19:59:01.051773
238,27,Headset,4,2477.91,2026-07-30 19:59:01.051784
239,63,Mouse,2,1682.72,2024-10-17 19:59:01.051794
240,84,Notebook,2,3807.06,2025-08-23 19:59:01.051803
241,7,Monitor,4,3337.78,2024-09-14 19:59:01.051813
242,28,Monitor,4,1111.02,2025-09-18 19:59:01.051823
243,32,Monitor,1,1055.87,2025-05-02 19:59:01.051832
244,64,Headset,4,934.39,2025-02-16 19:59:01.051842
245,1,Monitor,5,1632.04,2025-11-11 19:59:01.051851
246,82,Monitor,5,3245.64,2025-06-25 19:59:01.051861
247,5,Monitor,2,1490.56,2025-08-19 19:59:01.051871
248,73,Headset,2,4871.54,2026-07-26 19:59:01.051881
249,65,Mouse,3,4695.65,2026-06-29 19:59:01.051891
250,96,Notebook,3,1832.68,2025-09-27 19:59:01.051900
251,79,Headset,5,2199.41,2025-06-24 19:59:01.051910
252,52,Teclado,1,1834.22,2025-03-21 19:59:01.051921
253,21,Headset,4,3479.34,2026-02-14 19:59:01.051931
254,85,Notebook,1,2681.3,2026-06-26 19:59:01.051940
255,4,Teclado,3,4742.79,2026-02-24 19:59:01.051950
256,46,Mouse,2,3122.66,2025-03-22 19:59:01.051959
257,19,Mouse,1,968.81,2026-05-17 19:59:01.051969
258,32,Headset,3,860.07,2025-02-07 19:59:01.051980
259,60,Mouse,3,4344.27,2025-09-16 19:59:01.051990
260,84,Notebook,1,280.0,2024-11-20 19:59:01.052000
261,49,Notebook,2,4219.5,2026-02-18 19:59:01.052010
262,52,Mouse,2,4377.42,2025-09-02 19:59:01.052020
263,18,Monitor,2,3157.28,2025-09-30 19:59:01.052029
264,48,Monitor,4,2559.52,2025-08-21 19:59:01.052039
265,8,Monitor,3,3460.08,2026-07-14 19:59:01.052049
266,12,Mouse,5,4384.87,2025-11-07 19:59:01.052058
267,8,Notebook,4,4671.62,2025-08-20 19:59:01.052068
268,15,Headset,4,939.58,2026-04-24 19:59:01.052078
269,33,Mouse,1,1007.79,2025-08-02 19:59:01.052088
270,92,Notebook,5,4137.36,2024-10-15 19:59:01.052098
271,77,Monitor,4,4901.9,2026-03-19 19:59:01.052107
272,24,Headset,3,4015.67,2025-05-04 19:59:01.052116
273,82,Mouse,5,1730.78,2025-01-27 19:59:01.052126
274,77,Monitor,1,1525.16,2025-04-03 19:59:01.052136
275,41,Teclado,3,1848.56,2026-01-02 19:59:01.052146
276,24,Headset,4,4528.05,2025-05-21 19:59:01.052155
277,40,Headset,1,4276.96,2026-01-26 19:59:01.052165
278,97,Mouse,1,1091.97,2025-09-05 19:59:01.052181
279,77,Headset,2,2492.92,2026-04-01 19:59:01.052191
280,51,Headset,4,1112.34,2025-04-18 19:59:01.052201
281,64,Notebook,4,3985.6,2026-05-12 19:59:01.052210
282,19,Teclado,1,4759.36,2025-09-16 19:59:01.052220
283,7,Monitor,5,3513.48,2026-08-18 19:59:01.052230
284,26,Teclado,1,1404.64,2026-01-22 19:59:01.052239
285,21,Teclado,4,2052.51,2025-02-20 19:59:01.052249
286,84,Teclado,4,4999.79,2024-10-17 19:59:01.052258
287,9,Headset,4,4377.1,2026-06-18 19:59:01.052268
288,69,Headset,5,3823.03,2025-05-12 19:59:01.052278
289,7,Mouse,4,2852.5,2026-01-07 19:59:01.052288
290,73,Headset,4,3532.49,2025-11-09 19:59:01.052297
291,34,Notebook,2,3503.12,2025-09-17 19:59:01.052307
292,26,Monitor,1,3379.47,2026-03-07 19:59:01.052318
293,82,Notebook,3,2541.45,2026-05-03 19:59:01.052327
294,53,Notebook,4,4522.19,2026-08-07 19:59:01.052337
295,76,Notebook,3,4143.91,2025-09-04 19:59:01.052347
296,74,Teclado,3,2638.46,2025-09-02 19:59:01.052357
297,4,Teclado,2,3911.34,2026-01-19 19:59:01.052366
298,25,Mouse,2,1071.19,2025-03-07 19:59:01.052375
299,40,Monitor,5,1494.36,2025-12-19 19:59:01.052385
300,34,Teclado,3,4040.24,2024-12-22 19:59:01.052395
301,73,Mouse,4,445.36,2025-01-05 19:59:01.052405
302,96,Monitor,1,1391.85,2025-09-11 19:59:01.052414
303,26,Teclado,2,1287.11,2025-10-04 19:59:01.052424
304,12,Monitor,3,3221.95,2026-06-14 19:59:01.052434
305,62,Mouse,5,1495.36,2026-07-21 19:59:01.052443
306,96,Headset,4,273.98,2026-06-14 19:59:01.052453
307,42,Monitor,3,4070.54,2025-07-26 19:59:01.052463
308,60,Notebook,5,171.12,2024-09-16 19:59:01.052473
309,27,Headset,1,3970.48,2025-07-21 19:59:01.052482
310,52,Mouse,4,1865.55,2024-10-01 19:59:01.052492
311,89,Headset,3,3165.96,2025-07-09 19:59:01.052501
312,44,Teclado,3,2724.0,2026-05-26 19:59:01.052511
313,6,Headset,2,894.68,2024-09-20 19:59:01.052521
314,43,Headset,2,371.19,2026-04-14 19:59:01.052530
315,26,Monitor,1,724.4,2026-08-11 19:59:01.052540
316,67,Teclado,3,952.98,2025-09-16 19:59:01.052598
317,39,Headset,1,4090.86,2025-06-19 19:59:01.052609
318,83,Teclado,4,4998.92,2025-10-31 19:59:01.052619
319,8,Notebook,1,2245.17,2025-11-10 19:59:01.052629
320,44,Headset,1,1063.03,2025-02-28 19:59:01.052640
321,13,Headset,1,1850.31,2026-08-13 19:59:01.052650
322,99,Teclado,3,2986.58,2026-04-04 19:59:01.052659
323,7,Mouse,1,4737.92,2025-06-28 19:59:01.052669
324,75,Teclado,3,2127.61,2025-11-13 19:59:01.052679
325,39,Mouse,2,4134.33,2026-03-29 19:59:01.052688
326,24,Notebook,3,847.64,2026-06-28 19:59:01.052698
327,5,Mouse,1,614.96,2026-05-15 19:59:01.052708
328,31,Monitor,1,1192.13,2025-07-23 19:59:01.052718
329,64,Mouse,1,4846.64,2025-05-30 19:59:01.052727
330,14,Notebook,5,1752.09,2026-04-02 19:59:01.052736
331,98,Monitor,4,4981.16,2025-03-31 19:59:01.052746
332,77,Teclado,4,2188.49,2025-11-06 19:59:01.052756
333,11,Teclado,1,763.32,2026-07-09 19:59:01.052766
334,32,Headset,2,3168.43,2025-01-24 19:59:01.052776
335,3,Headset,3,2668.45,2025-10-28 19:59:01.052786
336,80,Mouse,3,2010.95,2026-05-07 19:59:01.052795
337,3,Headset,5,343.84,2026-06-24 19:59:01.052805
338,13,Notebook,3,3008.12,2024-12-09 19:59:01.052815
339,60,Headset,3,2247.63,2025-01-19 19:59:01.052825
340,79,Mouse,2,1566.74,2024-11-08 19:59:01.052835
341,96,Monitor,3,3367.55,2025-11-08 19:59:01.052845
342,53,Notebook,3,3252.07,2025-04-20 19:59:01.052854
343,86,Headset,2,3200.83,2025-03-24 19:59:01.052865
344,2,Headset,5,3600.01,2025-01-30 19:59:01.052873
345,83,Monitor,1,4434.62,2026-02-06 19:59:01.052882
346,83,Monitor,2,51.68,2026-03-22 19:59:01.052892
347,94,Notebook,5,4134.31,2024-12-06 19:59:01.052901
348,57,Notebook,3,3976.75,2026-07-18 19:59:01.052911
349,97,Notebook,3,694.8,2024-11-04 19:59:01.052921
350,44,Headset,1,2134.02,2025-07-03 19:59:01.052931
351,58,Mouse,3,977.14,2026-06-16 19:59:01.052940
352,70,Notebook,4,3451.32,2026-06-30 19:59:01.052950
353,19,Monitor,4,4028.22,2026-04-12 19:59:01.052960
354,34,Mouse,3,600.11,2026-07-24 19:59:01.052970
355,55,Mouse,1,2672.91,2025-08-02 19:59:01.052980
356,33,Teclado,4,4961.94,2025-07-14 19:59:01.052989
357,25,Monitor,3,3361.46,2026-05-03 19:59:01.052999
358,66,Mouse,2,1494.88,2025-03-01 19:59:01.053009
359,78,Teclado,4,1228.23,2026-07-06 19:59:01.053019
360,62,Teclado,2,271.52,2025-04-15 19:59:01.053028
361,51,Monitor,3,4884.2,2025-01-26 19:59:01.053038
362,45,Headset,1,4122.61,2026-03-23 19:59:01.053048
363,59,Mouse,4,1280.3,2025-02-24 19:59:01.053057
364,93,Monitor,3,569.78,2025-11-07 19:59:01.053066
365,45,Headset,2,2049.99,2026-08-09 19:59:01.053076
366,76,Monitor,3,1203.66,2026-07-30 19:59:01.053086
367,67,Mouse,5,3271.24,2024-12-28 19:59:01.053095
368,91,Monitor,4,1611.8,2025-05-24 19:59:01.053105
369,48,Mouse,2,2029.12,2026-08-12 19:59:01.053115
370,68,Monitor,5,1790.88,2026-03-11 19:59:01.053125
371,3,Mouse,1,3321.58,2024-11-17 19:59:01.053134
372,52,Mouse,4,2286.92,2026-03-20 19:59:01.053143
373,44,Headset,4,3649.92,2025-04-22 19:59:01.053153
374,8,Headset,2,4821.4,2025-07-06 19:59:01.053163
375,92,Mouse,1,2198.8,2026-07-01 19:59:01.053172
376,6,Monitor,2,998.45,2024-10-02 19:59:01.053182
377,9,Teclado,2,4260.75,2025-07-06 19:59:01.053191
378,64,Monitor,4,1682.54,2026-06-14 19:59:01.053201
379,54,Monitor,3,3695.8,2026-03-13 19:59:01.053211
380,96,Headset,3,4500.8,2026-04-12 19:59:01.053221
381,96,Headset,4,1212.94,2024-11-01 19:59:01.053231
382,73,Mouse,2,336.95,2026-05-18 19:59:01.053241
383,66,Notebook,3,2628.21,2026-08-08 19:59:01.053251
384,99,Mouse,4,1130.77,2024-12-21 19:59:01.053260
385,3,Mouse,5,727.85,2026-03-19 19:59:01.053270
386,4,Teclado,1,4113.83,2025-09-29 19:59:01.053280
387,32,Headset,5,100.61,2025-04-17 19:59:01.053289
388,26,Mouse,1,3793.39,2026-06-23 19:59:01.053299
389,87,Mouse,2,2252.45,2025-12-26 19:59:01.053309
390,40,Teclado,2,411.58,2025-04-23 19:59:01.053318
391,99,Teclado,4,4951.93,2025-02-19 19:59:01.053328
392,90,Notebook,1,601.27,2025-07-26 19:59:01.053338
393,15,Notebook,1,2419.81,2026-02-06 19:59:01.053349
394,14,Monitor,4,3522.2,2026-03-14 19:59:01.053359
395,3,Monitor,4,4828.23,2025-10-26 19:59:01.053369
396,14,Teclado,5,417.6,2026-02-19 19:59:01.053379
397,2,Mouse,1,203.95,2026-01-17 19:59:01.053389
398,13,Monitor,4,4169.57,2026-01-22 19:59:01.053400
399,80,Notebook,2,2964.17,2025-03-22 19:59:01.053410
400,73,Teclado,1,253.31,2025-06-08 19:59:01.053419
401,13,Headset,1,4973.1,2025-11-25 19:59:01.053429
402,61,Teclado,4,962.6,2025-05-15 19:59:01.053439
403,27,Monitor,2,459.57,2024-10-18 19:59:01.053449
404,62,Mouse,1,709.27,2025-10-05 19:59:01.053458
405,26,Teclado,3,2700.83,2024-12-27 19:59:01.053468
406,84,Headset,1,2106.9,2026-04-21 19:59:01.053478
407,35,Monitor,1,2461.03,2026-04-29 19:59:01.053487
408,100,Mouse,4,2158.55,2026-01-05 19:59:01.053497
409,50,Monitor,1,730.6,2025-04-29 19:59:01.053507
410,9,Monitor,2,4945.06,2024-11-15 19:59:01.053517
411,53,Notebook,1,4498.41,2026-05-04 19:59:01.053526
412,1,Teclado,2,3863.62,2025-10-09 19:59:01.053536
413,88,Monitor,4,3264.9,2025-08-04 19:59:01.053546
414,77,Mouse,2,3303.61,2025-02-04 19:59:01.053555
415,54,Notebook,1,1100.81,2026-05-01 19:59:01.053565
416,67,Notebook,3,4758.5,2025-08-30 19:59:01.053575
417,29,Notebook,2,1610.71,2026-06-03 19:59:01.053584
418,48,Teclado,2,2027.65,2026-08-24 19:59:01.053594
419,4,Notebook,2,1901.62,2026-01-23 19:59:01.053604
420,14,Monitor,3,3509.54,2025-09-17 19:59:01.053613
421,55,Teclado,4,1782.29,2025-11-19 19:59:01.053623
422,28,Headset,2,3766.49,2026-05-27 19:59:01.053633
423,47,Monitor,3,4338.24,2024-10-26 19:59:01.053642
424,72,Headset,1,1576.25,2025-05-26 19:59:01.053652
425,59,Monitor,4,4209.37,2026-06-08 19:59:01.053662
426,90,Mouse,1,787.62,2025-06-19 19:59:01.053672
427,48,Teclado,4,4764.37,2024-12-30 19:59:01.053681
428,95,Mouse,3,2147.98,2025-01-21 19:59:01.053691
429,45,Headset,2,445.38,2024-12-07 19:59:01.053701
430,67,Teclado,5,262.74,2024-11-05 19:59:01.053711
431,81,Mouse,4,1950.01,2025-05-03 19:59:01.053720
432,2,Notebook,5,4384.47,2025-02-14 19:59:01.053730
433,35,Headset,2,2686.08,2024-09-14 19:59:01.053740
434,27,Mouse,1,3006.58,2026-03-05 19:59:01.053749
435,100,Monitor,3,1789.69,2025-12-12 19:59:01.053759
436,72,Teclado,5,1383.73,2025-12-13 19:59:01.053768
437,80,Headset,1,310.77,2025-06-22 19:59:01.053778
438,89,Monitor,2,988.16,2026-09-06 19:59:01.053788
439,75,Headset,3,1079.9,2025-01-26 19:59:01.053798
440,74,Notebook,4,1425.54,2026-03-24 19:59:01.053807
441,10,Headset,4,3138.81,2025-08-21 19:59:01.053817
